CountryName,CountryCode,Indicator Name,Indicator Code,GDP1990,GDP1995,GDP2000,GDP2005,GDP2011,GDP2017,A1990,A1995,A2000,A2005,A2011,A2017
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.961401727,2.547143909,7.616588194,1.214349349,3.44605475,1.999999104,,,,,,
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,11.22971484,0.426354793,2.647003202,65.48679165,65.17951271,64.922462,64.52268271,66.83572711,56.91080835
Angola,AGO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.450098684,15.00000003,3.054624234,15.02891532,3.471976345,-0.147212941,36.44811599,35.60290817,36.18296788,34.96291205,33.10419463,32.38850491
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.575640169,13.32233332,6.950036134,5.529914809,2.545321845,3.802197488,22.71866324,22.02921828,21.99824816,21.57525796,22.77253665,18.20060252
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.78138759,2.757499187,3.528361297,5.397795985,-0.008069753,0.34607189,14.11874161,13.93686693,12.59401471,12.96137804,13.27350555,10.30762139
Arab World,ARB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,13.12682804,2.748955096,5.496228172,5.747402351,3.748900536,0.820846517,53.30026606,52.5434089,53.06307567,52.39525059,52.65227869,58.68925861
United Arab Emirates,ARE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,18.32798553,6.687886464,10.85270421,4.855141196,6.930271629,2.373536708,39.82462869,39.77842718,39.69880052,38.98906239,39.1934301,40.91750982
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.467213776,-2.845209611,-0.788998939,8.85165992,6.003951693,2.818502972,16.22053017,16.84606475,16.78094792,16.40308536,17.38298213,13.31183395
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.89999842,5.900000003,13.9,4.699999999,7.500000002,36.8607211,35.12094162,36.79644697,37.06872924,38.61227522,32.52811834
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,-0.401606426,0.293685756,-5.85443038,12.47908266,12.47908266,15.21466797,15.23784168,15.39064186,12.47382024
Antigua and Barbuda,ATG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.011714686,-4.359587382,6.203431254,6.473831316,-1.958612628,3.145543603,22.40856353,22.45159506,21.97611804,22.13432961,23.1478617,18.62234285
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.570998147,3.837755293,3.933136945,3.204269793,2.462756312,2.300610624,10.41185463,10.42639658,10.84372366,10.59713361,11.04726492,8.550324401
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.345641399,2.667983531,3.375722147,2.244065325,2.922797284,2.399587603,16.86668825,15.70612581,15.35536282,15.59206265,15.57337093,12.47796673
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-11.79999973,11.0999995,27.96153807,-1.572997621,0.153614647,23.94291482,23.39142886,22.880772,22.86570599,23.6298688,19.92866362
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.49982214,-7.920000004,-0.856864058,0.900000001,4.032602496,0.500009999,41.24888833,40.0095359,40.95578012,40.14781299,38.23619121,38.89626795
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.137402316,2.38475728,3.716679384,2.321737054,1.694513899,1.608086835,17.58749643,16.49606572,15.66245122,15.43635146,15.69844257,12.88651847
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.976134361,6.045198648,5.857714205,1.713164564,2.963752919,5.671555469,40.2201361,38.07847163,39.77629324,34.3288089,32.58084623,38.99995876
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.60292848,5.716373863,1.888473889,8.661873228,6.622562613,6.203489411,46.01466126,45.10893352,44.88311167,39.33511519,37.28137549,42.93559251
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.622258162,5.121277897,5.293294718,6.535944941,6.464379123,7.284174423,61.59562963,61.80314399,63.0363418,68.87354591,70.2105489,60.84578458
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-9.117377097,2.855051055,4.782043523,7.153541381,2.354556923,3.50275153,27.55988096,25.49281015,24.08980882,23.26730013,24.30032702,19.14913234
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.437997176,3.929991545,5.300070056,6.768997871,1.983515012,4.290949778,68.15876158,68.12334942,67.95778934,64.58727578,63.73249929,70.81620768
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.596249086,4.37875209,4.149234046,3.395260082,0.613384158,3.115613515,21.01992374,21.2866269,21.31820066,21.06635652,21.77442494,17.36772049
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,20.7999984,5.500000506,8.759256846,0.959511247,3.171434875,30.35255781,29.33961391,33.17226018,33.77212107,34.19186648,27.74766896
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,-10.40000049,5.80000344,9.400001524,5.37870745,2.5321835,24.58584826,22.656887,22.65026613,22.87190055,22.91114578,18.76557991
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.44338873,0.656348756,13.0195599,1.951872937,1.922034605,1.870195151,27.42980234,27.12519252,27.84143983,28.29257873,28.80044628,23.01189211
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.019212296,4.399147648,9.317156443,1.674207149,-3.742744317,3.611419837,11.74975934,11.69101106,14.80544275,14.77558692,14.84311292,11.64635919
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.63578591,4.678272586,2.507807553,4.421434767,5.204092308,4.195206301,23.95267949,24.67257239,26.25444139,29.395643,27.90420439,21.5689866
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.102355949,4.416731355,4.387949443,3.20213138,3.974425406,1.322869054,15.14386144,15.4128569,15.77348119,15.59592573,15.91279799,12.70662947
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.307593308,2.013998,4.447189623,3.955457604,-0.673289183,0.475110679,28.21252173,28.2458825,28.47945619,28.482801,29.30348967,23.0801758
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.089420535,4.47870734,2.849421858,0.387507208,3.745318352,1.328602552,6.732298222,6.839568343,6.884513524,7.24439177,7.366187122,5.903065468
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.87643469,7.074117408,6.933023862,7.287249352,7.982617041,4.651834675,40.20596907,40.07507496,39.74957882,43.01963566,43.07170329,37.9265032
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.772821949,7.030410261,1.987695854,4.556645657,6.048361455,2.903997732,25.43543083,24.98630892,25.30182437,25.07372693,24.59211459,23.09438618
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.147528066,7.200045558,-2.48943244,0.908210515,4.194615337,4.527278213,53.28715609,53.40425591,51.57214353,52.89663351,51.22953137,56.82849738
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.16467258,2.693976286,4.917762744,4.995860869,3.146881372,3.170729897,8.225863908,8.103930599,8.280983564,8.495469137,8.62446106,6.428383133
Central Europe and the Baltics,CEB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,5.636811535,3.956854299,4.990897923,3.155178246,4.893100789,24.81804606,22.91582375,21.55990515,21.60903966,21.90983004,17.63333403
Switzerland,CHE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.674625673,0.480866509,3.936823537,3.115245649,1.692808513,1.79940885,14.22837266,13.37056081,12.69076406,12.861816,13.04922122,10.3031001
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,5.826641469,1.377734157,,,,,,,,
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.333565473,8.933295869,5.326938419,5.742830489,6.110918829,1.188572582,24.67605657,24.94324153,26.16859477,25.52731698,27.24586707,21.03629906
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.920251368,10.95395434,8.490093406,11.39459181,9.550832179,6.947200793,57.76500664,58.6601588,60.70483932,66.17450389,70.54202883,52.66459583
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.095908411,7.125744724,-2.068400057,1.721247367,-4.387254789,7.359638088,25.87320064,24.85169224,25.26349351,21.8288118,22.59307255,25.88626634
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.105697646,3.469792148,3.553374364,2.020662307,4.129277161,3.549087318,75.0066749,72.5750131,70.82948282,63.45308442,58.07690148,72.79309622
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-6.568310695,0.69999883,-6.910927317,6.135151155,6.87467089,3.726947653,43.2331345,43.48303483,44.76174457,42.04343872,41.49328795,44.9092636
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.000003567,3.985324378,7.575980392,7.755758978,2.205919363,-4.63308756,46.68716073,42.66256501,43.59878521,42.68905182,44.15559345,46.63822028
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.281998332,5.202437593,2.924861483,4.828761108,6.947891982,1.359360868,20.38351541,20.01323703,20.05341997,21.28477536,21.36777875,16.52721022
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.091236413,3.610206432,10.84787862,2.83754787,4.099846955,3.815702113,21.75399127,21.07742304,21.54405572,21.24320643,21.02016044,20.5468246
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.692171874,14.21163626,14.28486883,6.912457988,3.968886345,3.702039209,36.13872533,36.36461069,36.62812416,30.2624091,31.64177817,34.7787001
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.553063365,4.121496396,3.833166661,3.870873326,4.30710166,3.860198454,18.30876432,18.56164026,19.41210209,19.65730721,19.70213293,15.7259203
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.914593396,2.907362318,3.698747045,3.603531165,1.131679311,0.517131031,22.57964491,22.61156197,22.72583409,23.04586058,23.60446368,19.00983411
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.948564945,2.457201172,5.914760174,11.20165642,2.802300836,1.809054399,23.79235164,24.25965174,24.1373679,24.00991936,24.78731963,19.7060474
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,0.676426257,0.612608577,-1.73976542,,,,,,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,1.169062695,3.102561215,,,,,,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.403999506,8.362469305,5.965310315,4.853003838,0.401437941,5.154777146,20.9065766,20.5172218,20.18499397,19.7180449,20.09096399,17.2944062
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,6.500813529,4.001028635,6.60161753,1.760359624,5.168724304,24.40361819,22.12133187,20.43670674,19.94659258,20.08124665,16.07124535
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.255006083,1.544146496,2.912502964,0.731707164,3.925192705,2.601976005,17.01652364,15.62537022,14.90393488,14.53520844,14.66422844,12.02876736
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,5.403099843,40.87716559,41.22401354,40.98010856,39.17294068,40.44183546,45.5496176
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.418651871,3.030169106,2.339507407,0.65623311,-0.223550688,-6.79942797,23.34142911,22.86565017,22.9554165,23.56283597,24.27612298,19.49315376
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.475244277,3.027587267,3.746862595,2.336641308,1.336777767,2.821736341,13.25493039,12.66754747,12.41693942,12.07842801,12.66233138,10.02965344
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-5.454312395,5.685430735,4.661762282,9.428236951,3.133423005,4.666704676,15.44407366,15.73914006,16.4531496,16.58544537,17.29977986,13.72632115
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.80000058,3.79999479,3.8,5.9,2.9,1.3,36.93025771,36.45658418,37.5360503,35.85882651,33.83404774,38.8840107
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.408285337,9.721698525,7.497823455,9.700952002,8.465996727,6.635941346,48.41342086,48.88107573,50.03086242,53.90314615,56.38466186,42.53946794
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.859370482,2.901045063,4.493009274,6.098219217,4.980453944,4.702127144,56.55326949,57.2689887,58.15413122,61.32758273,64.85588537,60.36865599
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.099080237,5.117172453,4.89838315,5.066118425,4.610341168,4.757241571,44.915313,45.4444801,46.58545663,50.14503127,52.41693271,39.75062298
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.426871352,-1.752003441,8.417233969,7.352013288,6.307341543,3.97914654,27.64510938,26.57340217,26.27248918,26.1789865,26.85414665,24.93939864
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.318824041,2.132371246,4.282876342,2.772598851,2.40453772,2.820340813,21.9286389,20.86727743,20.33564823,20.15426503,20.57561714,18.08355548
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.679914053,2.252548774,1.091801564,5.291308267,7.868140919,2.368386526,18.42443364,18.48500925,18.70026501,19.91466892,19.321995,14.88610066
